metric_name,Date,day_score
CODE ENFORCEMENT TRASH COLLECTION,7/17/2019,1.25
EMS RESPONSE TIME,7/17/2019,1.11627907
EMS RESPONSE TIME,7/17/2019,1.11627907
GRAFFITI ON-TIME %,7/17/2019,1.022727273
GRAFFITI ON-TIME %,7/17/2019,1.022727273
HOMICIDES (TREND),7/17/2019,NA
HOMICIDES (TREND),7/17/2019,NA
LIBRARY USERS,7/17/2019,1.187714912
LIBRARY USERS,7/17/2019,1.187714912
MISSED TRASH ON-TIME %,7/17/2019,1.128472222
MISSED TRASH ON-TIME %,7/17/2019,1.128472222
ON-TIME PERMIT REVIEWS,7/17/2019,0.735849057
ON-TIME PERMIT REVIEWS,7/17/2019,0.735849057
PARKS MAINTENANCE ON-TIME %,7/17/2019,1.25
PARKS MAINTENANCE ON-TIME %,7/17/2019,1.25
PART 1 CRIMES,7/17/2019,1.503861004
PART 1 CRIMES,7/17/2019,1.503861004
POTHOLE ON-TIME %,7/17/2019,1.118421053
POTHOLE ON-TIME %,7/17/2019,1.118421053
SHOOTINGS (TREND),7/17/2019,1.5
SHOOTINGS (TREND),7/17/2019,1.5
SIGN INSTALLATION ON-TIME %,7/17/2019,0.714285714
SIGN INSTALLATION ON-TIME %,7/17/2019,0.714285714
SIGNAL REPAIR ON-TIME %,7/17/2019,1.153846154
SIGNAL REPAIR ON-TIME %,7/17/2019,1.153846154
STABBINGS (TREND),7/17/2019,NA
STABBINGS (TREND),7/17/2019,NA
STREETLIGHT ON-TIME %,7/17/2019,0.703125
STREETLIGHT ON-TIME %,7/17/2019,0.703125
TREE MAINTENANCE ON-TIME %,7/17/2019,1.25
TREE MAINTENANCE ON-TIME %,7/17/2019,1.25
311 CALL CENTER PERFORMANCE,7/18/2019,0.910058788
311 CONSTITUENT EXPERIENCE SURVEYS,7/18/2019,1.25
BFD INCIDENTS,7/18/2019,0.868565645
BFD RESPONSE TIME,7/18/2019,0.845506861
BPS ATTENDANCE,7/18/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/18/2019,0.714285714
CODE ENFORCEMENT ON-TIME %,7/18/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/18/2019,1.25
EMS RESPONSE TIME,7/18/2019,1.137440758
GRAFFITI ON-TIME %,7/18/2019,1.25
HOMICIDES (TREND),7/18/2019,NA
LIBRARY USERS,7/18/2019,1.152967934
MISSED TRASH ON-TIME %,7/18/2019,1.145833333
ON-TIME PERMIT REVIEWS,7/18/2019,0.677083333
PARKS MAINTENANCE ON-TIME %,7/18/2019,1.029411765
PART 1 CRIMES,7/18/2019,1.426739927
POTHOLE ON-TIME %,7/18/2019,0.972222222
SHOOTINGS (TREND),7/18/2019,1.5
SIGN INSTALLATION ON-TIME %,7/18/2019,0.681818182
SIGNAL REPAIR ON-TIME %,7/18/2019,1.184210526
STABBINGS (TREND),7/18/2019,0.571428571
STREETLIGHT ON-TIME %,7/18/2019,0.416666667
TREE MAINTENANCE ON-TIME %,7/18/2019,1.25
311 CALL CENTER PERFORMANCE,7/19/2019,0.959085326
311 CONSTITUENT EXPERIENCE SURVEYS,7/19/2019,NA
BFD INCIDENTS,7/19/2019,1.007209926
BFD RESPONSE TIME,7/19/2019,0.881585811
BPS ATTENDANCE,7/19/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/19/2019,0.653846154
CODE ENFORCEMENT ON-TIME %,7/19/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/19/2019,1.25
EMS RESPONSE TIME,7/19/2019,1.014084507
GRAFFITI ON-TIME %,7/19/2019,1.25
HOMICIDES (TREND),7/19/2019,NA
LIBRARY USERS,7/19/2019,1.05436774
MISSED TRASH ON-TIME %,7/19/2019,1.083333333
ON-TIME PERMIT REVIEWS,7/19/2019,0.764150943
PARKS MAINTENANCE ON-TIME %,7/19/2019,1.25
PART 1 CRIMES,7/19/2019,1.589795918
POTHOLE ON-TIME %,7/19/2019,0.714285714
SHOOTINGS (TREND),7/19/2019,1.5
SIGN INSTALLATION ON-TIME %,7/19/2019,1
SIGNAL REPAIR ON-TIME %,7/19/2019,1.25
STABBINGS (TREND),7/19/2019,1.142857143
STREETLIGHT ON-TIME %,7/19/2019,1.25
TREE MAINTENANCE ON-TIME %,7/19/2019,1.25
311 CALL CENTER PERFORMANCE,7/20/2019,0.971304468
311 CONSTITUENT EXPERIENCE SURVEYS,7/20/2019,1.25
BFD INCIDENTS,7/20/2019,0.997840532
BFD RESPONSE TIME,7/20/2019,0.945198592
BPS ATTENDANCE,7/20/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/20/2019,0.428571429
CODE ENFORCEMENT ON-TIME %,7/20/2019,1.21875
CODE ENFORCEMENT TRASH COLLECTION,7/20/2019,1.25
EMS RESPONSE TIME,7/20/2019,0.916030534
GRAFFITI ON-TIME %,7/20/2019,NA
HOMICIDES (TREND),7/20/2019,NA
LIBRARY USERS,7/20/2019,1.068920858
MISSED TRASH ON-TIME %,7/20/2019,1.25
ON-TIME PERMIT REVIEWS,7/20/2019,NA
PARKS MAINTENANCE ON-TIME %,7/20/2019,1.25
PART 1 CRIMES,7/20/2019,1.503861004
POTHOLE ON-TIME %,7/20/2019,0.833333333
SHOOTINGS (TREND),7/20/2019,NA
SIGN INSTALLATION ON-TIME %,7/20/2019,1.25
SIGNAL REPAIR ON-TIME %,7/20/2019,1.25
STABBINGS (TREND),7/20/2019,NA
STREETLIGHT ON-TIME %,7/20/2019,0.178571429
TREE MAINTENANCE ON-TIME %,7/20/2019,NA
311 CALL CENTER PERFORMANCE,7/21/2019,0.884854057
311 CONSTITUENT EXPERIENCE SURVEYS,7/21/2019,NA
BFD INCIDENTS,7/21/2019,0.696544527
BFD RESPONSE TIME,7/21/2019,0.958466454
BPS ATTENDANCE,7/21/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/21/2019,0.75
CODE ENFORCEMENT ON-TIME %,7/21/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,7/21/2019,NA
EMS RESPONSE TIME,7/21/2019,0.9
GRAFFITI ON-TIME %,7/21/2019,NA
HOMICIDES (TREND),7/21/2019,NA
LIBRARY USERS,7/21/2019,0.979571484
MISSED TRASH ON-TIME %,7/21/2019,1.25
ON-TIME PERMIT REVIEWS,7/21/2019,NA
PARKS MAINTENANCE ON-TIME %,7/21/2019,NA
PART 1 CRIMES,7/21/2019,1.854761905
POTHOLE ON-TIME %,7/21/2019,1.25
SHOOTINGS (TREND),7/21/2019,1.5
SIGN INSTALLATION ON-TIME %,7/21/2019,NA
SIGNAL REPAIR ON-TIME %,7/21/2019,1.25
STABBINGS (TREND),7/21/2019,2.285714286
STREETLIGHT ON-TIME %,7/21/2019,1.25
TREE MAINTENANCE ON-TIME %,7/21/2019,NA
311 CALL CENTER PERFORMANCE,7/22/2019,0.845464726
311 CONSTITUENT EXPERIENCE SURVEYS,7/22/2019,NA
BFD INCIDENTS,7/22/2019,1.009439899
BFD RESPONSE TIME,7/22/2019,0.906432749
BPS ATTENDANCE,7/22/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/22/2019,0.375
CODE ENFORCEMENT ON-TIME %,7/22/2019,1.235955056
CODE ENFORCEMENT TRASH COLLECTION,7/22/2019,1.25
EMS RESPONSE TIME,7/22/2019,1.07946027
GRAFFITI ON-TIME %,7/22/2019,NA
HOMICIDES (TREND),7/22/2019,NA
LIBRARY USERS,7/22/2019,0.917826977
MISSED TRASH ON-TIME %,7/22/2019,1.25
ON-TIME PERMIT REVIEWS,7/22/2019,NA
PARKS MAINTENANCE ON-TIME %,7/22/2019,1.25
PART 1 CRIMES,7/22/2019,2.134920635
POTHOLE ON-TIME %,7/22/2019,NA
SHOOTINGS (TREND),7/22/2019,NA
SIGN INSTALLATION ON-TIME %,7/22/2019,NA
SIGNAL REPAIR ON-TIME %,7/22/2019,1.25
STABBINGS (TREND),7/22/2019,1.571428571
STREETLIGHT ON-TIME %,7/22/2019,NA
TREE MAINTENANCE ON-TIME %,7/22/2019,NA
311 CALL CENTER PERFORMANCE,7/23/2019,0.939819331
311 CONSTITUENT EXPERIENCE SURVEYS,7/23/2019,1.25
BFD INCIDENTS,7/23/2019,1.151471644
BFD RESPONSE TIME,7/23/2019,0.910569106
BPS ATTENDANCE,7/23/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/23/2019,1.25
CODE ENFORCEMENT ON-TIME %,7/23/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/23/2019,1.173469388
EMS RESPONSE TIME,7/23/2019,1.066666667
GRAFFITI ON-TIME %,7/23/2019,1.184210526
HOMICIDES (TREND),7/23/2019,NA
LIBRARY USERS,7/23/2019,1.162467735
MISSED TRASH ON-TIME %,7/23/2019,1.0546875
ON-TIME PERMIT REVIEWS,7/23/2019,0.88
PARKS MAINTENANCE ON-TIME %,7/23/2019,0.952380952
PART 1 CRIMES,7/23/2019,1.280952381
POTHOLE ON-TIME %,7/23/2019,1
SHOOTINGS (TREND),7/23/2019,0.892857143
SIGN INSTALLATION ON-TIME %,7/23/2019,NA
SIGNAL REPAIR ON-TIME %,7/23/2019,1.184210526
STABBINGS (TREND),7/23/2019,NA
STREETLIGHT ON-TIME %,7/23/2019,0.795454545
TREE MAINTENANCE ON-TIME %,7/23/2019,1.25
311 CALL CENTER PERFORMANCE,7/24/2019,0.983247364
311 CONSTITUENT EXPERIENCE SURVEYS,7/24/2019,1.083333333
BFD INCIDENTS,7/24/2019,1.140014215
BFD RESPONSE TIME,7/24/2019,0.883333333
BPS ATTENDANCE,7/24/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/24/2019,0.846153846
CODE ENFORCEMENT ON-TIME %,7/24/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/24/2019,1.25
EMS RESPONSE TIME,7/24/2019,1.008403361
GRAFFITI ON-TIME %,7/24/2019,NA
HOMICIDES (TREND),7/24/2019,NA
LIBRARY USERS,7/24/2019,1.228632712
MISSED TRASH ON-TIME %,7/24/2019,1.181506849
ON-TIME PERMIT REVIEWS,7/24/2019,0.768292683
PARKS MAINTENANCE ON-TIME %,7/24/2019,0.555555556
PART 1 CRIMES,7/24/2019,1.921428571
POTHOLE ON-TIME %,7/24/2019,0.625
SHOOTINGS (TREND),7/24/2019,0.892857143
SIGN INSTALLATION ON-TIME %,7/24/2019,0.892857143
SIGNAL REPAIR ON-TIME %,7/24/2019,1.25
STABBINGS (TREND),7/24/2019,1.571428571
STREETLIGHT ON-TIME %,7/24/2019,1.09375
TREE MAINTENANCE ON-TIME %,7/24/2019,1.139705882
311 CALL CENTER PERFORMANCE,7/25/2019,1.017669848
311 CONSTITUENT EXPERIENCE SURVEYS,7/25/2019,1
BFD INCIDENTS,7/25/2019,1.117770035
BFD RESPONSE TIME,7/25/2019,0.888888889
BPS ATTENDANCE,7/25/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/25/2019,1.25
CODE ENFORCEMENT ON-TIME %,7/25/2019,1.233333333
CODE ENFORCEMENT TRASH COLLECTION,7/25/2019,1.25
EMS RESPONSE TIME,7/25/2019,0.957446809
GRAFFITI ON-TIME %,7/25/2019,1.125
HOMICIDES (TREND),7/25/2019,NA
LIBRARY USERS,7/25/2019,1.172646963
MISSED TRASH ON-TIME %,7/25/2019,1.061827957
ON-TIME PERMIT REVIEWS,7/25/2019,0.730769231
PARKS MAINTENANCE ON-TIME %,7/25/2019,1.197916667
PART 1 CRIMES,7/25/2019,1.516917293
POTHOLE ON-TIME %,7/25/2019,1.0625
SHOOTINGS (TREND),7/25/2019,NA
SIGN INSTALLATION ON-TIME %,7/25/2019,0
SIGNAL REPAIR ON-TIME %,7/25/2019,1.125
STABBINGS (TREND),7/25/2019,1.571428571
STREETLIGHT ON-TIME %,7/25/2019,0.833333333
TREE MAINTENANCE ON-TIME %,7/25/2019,1.25
311 CALL CENTER PERFORMANCE,7/26/2019,0.982120373
311 CONSTITUENT EXPERIENCE SURVEYS,7/26/2019,NA
BFD INCIDENTS,7/26/2019,1.181148748
BFD RESPONSE TIME,7/26/2019,0.802469136
BPS ATTENDANCE,7/26/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/26/2019,0.535714286
CODE ENFORCEMENT ON-TIME %,7/26/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/26/2019,1.25
EMS RESPONSE TIME,7/26/2019,0.98630137
GRAFFITI ON-TIME %,7/26/2019,1.220930233
HOMICIDES (TREND),7/26/2019,NA
LIBRARY USERS,7/26/2019,1.05151416
MISSED TRASH ON-TIME %,7/26/2019,1.136363636
ON-TIME PERMIT REVIEWS,7/26/2019,0.786885246
PARKS MAINTENANCE ON-TIME %,7/26/2019,0.909090909
PART 1 CRIMES,7/26/2019,1.987684729
POTHOLE ON-TIME %,7/26/2019,1.121794872
SHOOTINGS (TREND),7/26/2019,NA
SIGN INSTALLATION ON-TIME %,7/26/2019,1.25
SIGNAL REPAIR ON-TIME %,7/26/2019,1.111111111
STABBINGS (TREND),7/26/2019,0.785714286
STREETLIGHT ON-TIME %,7/26/2019,0.9375
TREE MAINTENANCE ON-TIME %,7/26/2019,1.25
311 CALL CENTER PERFORMANCE,7/27/2019,0.95992823
311 CONSTITUENT EXPERIENCE SURVEYS,7/27/2019,1.25
BFD INCIDENTS,7/27/2019,0.864690027
BFD RESPONSE TIME,7/27/2019,0.907960199
BPS ATTENDANCE,7/27/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/27/2019,0.535714286
CODE ENFORCEMENT ON-TIME %,7/27/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/27/2019,1.25
EMS RESPONSE TIME,7/27/2019,1.011235955
GRAFFITI ON-TIME %,7/27/2019,1.195652174
HOMICIDES (TREND),7/27/2019,NA
LIBRARY USERS,7/27/2019,1.12231634
MISSED TRASH ON-TIME %,7/27/2019,1.115384615
ON-TIME PERMIT REVIEWS,7/27/2019,0.782608696
PARKS MAINTENANCE ON-TIME %,7/27/2019,1.111111111
PART 1 CRIMES,7/27/2019,1.746753247
POTHOLE ON-TIME %,7/27/2019,0.572916667
SHOOTINGS (TREND),7/27/2019,NA
SIGN INSTALLATION ON-TIME %,7/27/2019,1.25
SIGNAL REPAIR ON-TIME %,7/27/2019,1.125
STABBINGS (TREND),7/27/2019,0.785714286
STREETLIGHT ON-TIME %,7/27/2019,0.462962963
TREE MAINTENANCE ON-TIME %,7/27/2019,1.25
311 CALL CENTER PERFORMANCE,7/28/2019,0.887871854
311 CONSTITUENT EXPERIENCE SURVEYS,7/28/2019,NA
BFD INCIDENTS,7/28/2019,1.145714286
BFD RESPONSE TIME,7/28/2019,0.91954023
BPS ATTENDANCE,7/28/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/28/2019,NA
CODE ENFORCEMENT ON-TIME %,7/28/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,7/28/2019,NA
EMS RESPONSE TIME,7/28/2019,0.965147453
GRAFFITI ON-TIME %,7/28/2019,NA
HOMICIDES (TREND),7/28/2019,NA
LIBRARY USERS,7/28/2019,0.965669345
MISSED TRASH ON-TIME %,7/28/2019,1.25
ON-TIME PERMIT REVIEWS,7/28/2019,NA
PARKS MAINTENANCE ON-TIME %,7/28/2019,1.25
PART 1 CRIMES,7/28/2019,1.280952381
POTHOLE ON-TIME %,7/28/2019,1.25
SHOOTINGS (TREND),7/28/2019,0.892857143
SIGN INSTALLATION ON-TIME %,7/28/2019,NA
SIGNAL REPAIR ON-TIME %,7/28/2019,1.25
STABBINGS (TREND),7/28/2019,1.571428571
STREETLIGHT ON-TIME %,7/28/2019,1.25
TREE MAINTENANCE ON-TIME %,7/28/2019,NA
311 CALL CENTER PERFORMANCE,7/29/2019,0.970511385
311 CONSTITUENT EXPERIENCE SURVEYS,7/29/2019,NA
BFD INCIDENTS,7/29/2019,1.050595238
BFD RESPONSE TIME,7/29/2019,0.945736434
BPS ATTENDANCE,7/29/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/29/2019,0.625
CODE ENFORCEMENT ON-TIME %,7/29/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/29/2019,1.25
EMS RESPONSE TIME,7/29/2019,0.983606557
GRAFFITI ON-TIME %,7/29/2019,NA
HOMICIDES (TREND),7/29/2019,NA
LIBRARY USERS,7/29/2019,0.928893049
MISSED TRASH ON-TIME %,7/29/2019,0.833333333
ON-TIME PERMIT REVIEWS,7/29/2019,NA
PARKS MAINTENANCE ON-TIME %,7/29/2019,1.25
PART 1 CRIMES,7/29/2019,9.755952381
POTHOLE ON-TIME %,7/29/2019,NA
SHOOTINGS (TREND),7/29/2019,NA
SIGN INSTALLATION ON-TIME %,7/29/2019,NA
SIGNAL REPAIR ON-TIME %,7/29/2019,1.25
STABBINGS (TREND),7/29/2019,NA
STREETLIGHT ON-TIME %,7/29/2019,NA
TREE MAINTENANCE ON-TIME %,7/29/2019,NA
311 CALL CENTER PERFORMANCE,7/30/2019,0.984854824
311 CONSTITUENT EXPERIENCE SURVEYS,7/30/2019,0.75
BFD INCIDENTS,7/30/2019,1.008571429
BFD RESPONSE TIME,7/30/2019,0.942460317
BPS ATTENDANCE,7/30/2019,NA
CITY SERVICES SATISFACTION SURVEYS,7/30/2019,0.708333333
CODE ENFORCEMENT ON-TIME %,7/30/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/30/2019,1.111111111
EMS RESPONSE TIME,7/30/2019,0.880195599
GRAFFITI ON-TIME %,7/30/2019,0.833333333
HOMICIDES (TREND),7/30/2019,NA
LIBRARY USERS,7/30/2019,1.284118586
MISSED TRASH ON-TIME %,7/30/2019,1.141304348
ON-TIME PERMIT REVIEWS,7/30/2019,0.597222222
PARKS MAINTENANCE ON-TIME %,7/30/2019,1.079545455
PART 1 CRIMES,7/30/2019,1.463392857
POTHOLE ON-TIME %,7/30/2019,0.625
SHOOTINGS (TREND),7/30/2019,NA
SIGN INSTALLATION ON-TIME %,7/30/2019,0.9375
SIGNAL REPAIR ON-TIME %,7/30/2019,1.052631579
STABBINGS (TREND),7/30/2019,1.928571429
STREETLIGHT ON-TIME %,7/30/2019,0.75
TREE MAINTENANCE ON-TIME %,7/30/2019,1.25
311 CALL CENTER PERFORMANCE,7/31/2019,0.956227202
311 CONSTITUENT EXPERIENCE SURVEYS,7/31/2019,1.25
BFD INCIDENTS,7/31/2019,1.101595007
BFD RESPONSE TIME,7/31/2019,0.833333333
BPS ATTENDANCE,7/31/2019,0.024709752
CITY SERVICES SATISFACTION SURVEYS,7/31/2019,0.916666667
CODE ENFORCEMENT ON-TIME %,7/31/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,7/31/2019,1.25
EMS RESPONSE TIME,7/31/2019,1.11627907
GRAFFITI ON-TIME %,7/31/2019,0.625
HOMICIDES (TREND),7/31/2019,NA
LIBRARY USERS,7/31/2019,1.236884798
MISSED TRASH ON-TIME %,7/31/2019,1.141304348
ON-TIME PERMIT REVIEWS,7/31/2019,0.717171717
PARKS MAINTENANCE ON-TIME %,7/31/2019,1.105769231
PART 1 CRIMES,7/31/2019,1.427700348
