metric_name,Date,day_score
EMS RESPONSE TIME,11/17/2019,0.962566845
GRAFFITI ON-TIME %,11/17/2019,NA
HOMICIDES (TREND),11/17/2019,NA
LIBRARY USERS,11/17/2019,1.055836404
MISSED TRASH ON-TIME %,11/17/2019,1.214285714
ON-TIME PERMIT REVIEWS,11/17/2019,NA
PARKS MAINTENANCE ON-TIME %,11/17/2019,1.25
PART 1 CRIMES,11/17/2019,2.99789916
POTHOLE ON-TIME %,11/17/2019,NA
SHOOTINGS (TREND),11/17/2019,NA
SIGN INSTALLATION ON-TIME %,11/17/2019,NA
SIGNAL REPAIR ON-TIME %,11/17/2019,NA
STABBINGS (TREND),11/17/2019,1.357142857
STREETLIGHT ON-TIME %,11/17/2019,NA
TREE MAINTENANCE ON-TIME %,11/17/2019,NA
311 CALL CENTER PERFORMANCE,11/18/2019,NA
311 CONSTITUENT EXPERIENCE SURVEYS,11/18/2019,NA
BFD INCIDENTS,11/18/2019,1.157063931
BFD RESPONSE TIME,11/18/2019,0.982905983
BPS ATTENDANCE,11/18/2019,NA
CITY SERVICES SATISFACTION SURVEYS,11/18/2019,1.25
CODE ENFORCEMENT ON-TIME %,11/18/2019,1.206896552
CODE ENFORCEMENT TRASH COLLECTION,11/18/2019,1.25
EMS RESPONSE TIME,11/18/2019,1.208053691
GRAFFITI ON-TIME %,11/18/2019,NA
HOMICIDES (TREND),11/18/2019,NA
LIBRARY USERS,11/18/2019,0.936638505
MISSED TRASH ON-TIME %,11/18/2019,NA
ON-TIME PERMIT REVIEWS,11/18/2019,NA
PARKS MAINTENANCE ON-TIME %,11/18/2019,1.25
PART 1 CRIMES,11/18/2019,2.175324675
POTHOLE ON-TIME %,11/18/2019,NA
SHOOTINGS (TREND),11/18/2019,NA
SIGN INSTALLATION ON-TIME %,11/18/2019,NA
SIGNAL REPAIR ON-TIME %,11/18/2019,0.833333333
STABBINGS (TREND),11/18/2019,1.714285714
STREETLIGHT ON-TIME %,11/18/2019,1.25
TREE MAINTENANCE ON-TIME %,11/18/2019,NA
311 CALL CENTER PERFORMANCE,11/19/2019,NA
311 CONSTITUENT EXPERIENCE SURVEYS,11/19/2019,1.25
BFD INCIDENTS,11/19/2019,0.98323273
BFD RESPONSE TIME,11/19/2019,0.932539683
BPS ATTENDANCE,11/19/2019,0.968794534
CITY SERVICES SATISFACTION SURVEYS,11/19/2019,0.75
CODE ENFORCEMENT ON-TIME %,11/19/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,11/19/2019,0.731132075
EMS RESPONSE TIME,11/19/2019,1.019830028
GRAFFITI ON-TIME %,11/19/2019,NA
HOMICIDES (TREND),11/19/2019,NA
LIBRARY USERS,11/19/2019,1.229308064
MISSED TRASH ON-TIME %,11/19/2019,1.25
ON-TIME PERMIT REVIEWS,11/19/2019,0.689655172
PARKS MAINTENANCE ON-TIME %,11/19/2019,1.25
PART 1 CRIMES,11/19/2019,2.991071429
POTHOLE ON-TIME %,11/19/2019,1.25
SHOOTINGS (TREND),11/19/2019,NA
SIGN INSTALLATION ON-TIME %,11/19/2019,1.25
SIGNAL REPAIR ON-TIME %,11/19/2019,1.25
STABBINGS (TREND),11/19/2019,NA
STREETLIGHT ON-TIME %,11/19/2019,0.625
TREE MAINTENANCE ON-TIME %,11/19/2019,1.25
311 CALL CENTER PERFORMANCE,11/20/2019,0.940335753
311 CONSTITUENT EXPERIENCE SURVEYS,11/20/2019,1.25
BFD INCIDENTS,11/20/2019,1.03166784
BFD RESPONSE TIME,11/20/2019,0.91598916
BPS ATTENDANCE,11/20/2019,0.973852421
CITY SERVICES SATISFACTION SURVEYS,11/20/2019,1
CODE ENFORCEMENT ON-TIME %,11/20/2019,1.223958333
CODE ENFORCEMENT TRASH COLLECTION,11/20/2019,1.25
EMS RESPONSE TIME,11/20/2019,0.855106888
GRAFFITI ON-TIME %,11/20/2019,1.25
HOMICIDES (TREND),11/20/2019,NA
LIBRARY USERS,11/20/2019,1.195496996
MISSED TRASH ON-TIME %,11/20/2019,1.229166667
ON-TIME PERMIT REVIEWS,11/20/2019,0.657142857
PARKS MAINTENANCE ON-TIME %,11/20/2019,1.25
PART 1 CRIMES,11/20/2019,1.709183673
POTHOLE ON-TIME %,11/20/2019,1.25
SHOOTINGS (TREND),11/20/2019,0.75
SIGN INSTALLATION ON-TIME %,11/20/2019,0.986842105
SIGNAL REPAIR ON-TIME %,11/20/2019,1.125
STABBINGS (TREND),11/20/2019,0.571428571
STREETLIGHT ON-TIME %,11/20/2019,0.921052632
TREE MAINTENANCE ON-TIME %,11/20/2019,1.197183099
311 CALL CENTER PERFORMANCE,11/21/2019,0.985993706
311 CONSTITUENT EXPERIENCE SURVEYS,11/21/2019,NA
BFD INCIDENTS,11/21/2019,0.926675095
BFD RESPONSE TIME,11/21/2019,0.940545809
BPS ATTENDANCE,11/21/2019,0.980280442
CITY SERVICES SATISFACTION SURVEYS,11/21/2019,1
CODE ENFORCEMENT ON-TIME %,11/21/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,11/21/2019,1.25
EMS RESPONSE TIME,11/21/2019,0.866425993
GRAFFITI ON-TIME %,11/21/2019,NA
HOMICIDES (TREND),11/21/2019,NA
LIBRARY USERS,11/21/2019,1.21791781
MISSED TRASH ON-TIME %,11/21/2019,1.229166667
ON-TIME PERMIT REVIEWS,11/21/2019,0.904
PARKS MAINTENANCE ON-TIME %,11/21/2019,1.25
PART 1 CRIMES,11/21/2019,5.317460317
POTHOLE ON-TIME %,11/21/2019,0.892857143
SHOOTINGS (TREND),11/21/2019,NA
SIGN INSTALLATION ON-TIME %,11/21/2019,0.961538462
SIGNAL REPAIR ON-TIME %,11/21/2019,1.25
STABBINGS (TREND),11/21/2019,NA
STREETLIGHT ON-TIME %,11/21/2019,0.681818182
TREE MAINTENANCE ON-TIME %,11/21/2019,1.25
311 CALL CENTER PERFORMANCE,11/22/2019,1.006423983
311 CONSTITUENT EXPERIENCE SURVEYS,11/22/2019,NA
BFD INCIDENTS,11/22/2019,1.10808768
BFD RESPONSE TIME,11/22/2019,0.823045267
BPS ATTENDANCE,11/22/2019,0.978554527
CITY SERVICES SATISFACTION SURVEYS,11/22/2019,0.95
CODE ENFORCEMENT ON-TIME %,11/22/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,11/22/2019,1.25
EMS RESPONSE TIME,11/22/2019,1.06351551
GRAFFITI ON-TIME %,11/22/2019,NA
HOMICIDES (TREND),11/22/2019,NA
LIBRARY USERS,11/22/2019,1.10161733
MISSED TRASH ON-TIME %,11/22/2019,1.217948718
ON-TIME PERMIT REVIEWS,11/22/2019,0.913043478
PARKS MAINTENANCE ON-TIME %,11/22/2019,1.25
PART 1 CRIMES,11/22/2019,4.785714286
POTHOLE ON-TIME %,11/22/2019,1.25
SHOOTINGS (TREND),11/22/2019,NA
SIGN INSTALLATION ON-TIME %,11/22/2019,1.25
SIGNAL REPAIR ON-TIME %,11/22/2019,1.166666667
STABBINGS (TREND),11/22/2019,NA
STREETLIGHT ON-TIME %,11/22/2019,1.041666667
TREE MAINTENANCE ON-TIME %,11/22/2019,1.220930233
311 CALL CENTER PERFORMANCE,11/23/2019,0.960605106
311 CONSTITUENT EXPERIENCE SURVEYS,11/23/2019,0.75
BFD INCIDENTS,11/23/2019,1.246598639
BFD RESPONSE TIME,11/23/2019,0.94017094
BPS ATTENDANCE,11/23/2019,0.956488482
CITY SERVICES SATISFACTION SURVEYS,11/23/2019,1
CODE ENFORCEMENT ON-TIME %,11/23/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,11/23/2019,NA
EMS RESPONSE TIME,11/23/2019,1.031518625
GRAFFITI ON-TIME %,11/23/2019,NA
HOMICIDES (TREND),11/23/2019,NA
LIBRARY USERS,11/23/2019,1.06792616
MISSED TRASH ON-TIME %,11/23/2019,NA
ON-TIME PERMIT REVIEWS,11/23/2019,0.866141732
PARKS MAINTENANCE ON-TIME %,11/23/2019,NA
PART 1 CRIMES,11/23/2019,4.350649351
POTHOLE ON-TIME %,11/23/2019,NA
SHOOTINGS (TREND),11/23/2019,NA
SIGN INSTALLATION ON-TIME %,11/23/2019,NA
SIGNAL REPAIR ON-TIME %,11/23/2019,NA
STABBINGS (TREND),11/23/2019,0.571428571
STREETLIGHT ON-TIME %,11/23/2019,NA
TREE MAINTENANCE ON-TIME %,11/23/2019,NA
311 CALL CENTER PERFORMANCE,11/24/2019,0.91046582
311 CONSTITUENT EXPERIENCE SURVEYS,11/24/2019,0.833333333
BFD INCIDENTS,11/24/2019,1.368814192
BFD RESPONSE TIME,11/24/2019,1.031746032
BPS ATTENDANCE,11/24/2019,NA
CITY SERVICES SATISFACTION SURVEYS,11/24/2019,0.625
CODE ENFORCEMENT ON-TIME %,11/24/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,11/24/2019,NA
EMS RESPONSE TIME,11/24/2019,1.065088757
GRAFFITI ON-TIME %,11/24/2019,NA
HOMICIDES (TREND),11/24/2019,NA
LIBRARY USERS,11/24/2019,1.054377754
MISSED TRASH ON-TIME %,11/24/2019,1.171875
ON-TIME PERMIT REVIEWS,11/24/2019,NA
PARKS MAINTENANCE ON-TIME %,11/24/2019,0.833333333
PART 1 CRIMES,11/24/2019,2.080745342
POTHOLE ON-TIME %,11/24/2019,NA
SHOOTINGS (TREND),11/24/2019,NA
SIGN INSTALLATION ON-TIME %,11/24/2019,NA
SIGNAL REPAIR ON-TIME %,11/24/2019,1.25
STABBINGS (TREND),11/24/2019,1.714285714
STREETLIGHT ON-TIME %,11/24/2019,1.25
TREE MAINTENANCE ON-TIME %,11/24/2019,NA
311 CALL CENTER PERFORMANCE,11/25/2019,1.016053648
311 CONSTITUENT EXPERIENCE SURVEYS,11/25/2019,NA
BFD INCIDENTS,11/25/2019,1.12723608
BFD RESPONSE TIME,11/25/2019,0.978009259
BPS ATTENDANCE,11/25/2019,NA
CITY SERVICES SATISFACTION SURVEYS,11/25/2019,0.25
CODE ENFORCEMENT ON-TIME %,11/25/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,11/25/2019,NA
EMS RESPONSE TIME,11/25/2019,0.97826087
GRAFFITI ON-TIME %,11/25/2019,NA
HOMICIDES (TREND),11/25/2019,NA
LIBRARY USERS,11/25/2019,0.985369594
MISSED TRASH ON-TIME %,11/25/2019,1.25
ON-TIME PERMIT REVIEWS,11/25/2019,NA
PARKS MAINTENANCE ON-TIME %,11/25/2019,NA
PART 1 CRIMES,11/25/2019,5.338624339
POTHOLE ON-TIME %,11/25/2019,1.25
SHOOTINGS (TREND),11/25/2019,NA
SIGN INSTALLATION ON-TIME %,11/25/2019,NA
SIGNAL REPAIR ON-TIME %,11/25/2019,0
STABBINGS (TREND),11/25/2019,0.619047619
STREETLIGHT ON-TIME %,11/25/2019,NA
TREE MAINTENANCE ON-TIME %,11/25/2019,NA
311 CALL CENTER PERFORMANCE,11/26/2019,0.887550981
311 CONSTITUENT EXPERIENCE SURVEYS,11/26/2019,NA
BFD INCIDENTS,11/26/2019,1.183597884
BFD RESPONSE TIME,11/26/2019,0.975308642
BPS ATTENDANCE,11/26/2019,0.968587351
CITY SERVICES SATISFACTION SURVEYS,11/26/2019,0.9375
CODE ENFORCEMENT ON-TIME %,11/26/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,11/26/2019,NA
EMS RESPONSE TIME,11/26/2019,1.163166397
GRAFFITI ON-TIME %,11/26/2019,NA
HOMICIDES (TREND),11/26/2019,NA
LIBRARY USERS,11/26/2019,1.17594823
MISSED TRASH ON-TIME %,11/26/2019,NA
ON-TIME PERMIT REVIEWS,11/26/2019,0.888888889
PARKS MAINTENANCE ON-TIME %,11/26/2019,NA
PART 1 CRIMES,11/26/2019,1.65681445
POTHOLE ON-TIME %,11/26/2019,NA
SHOOTINGS (TREND),11/26/2019,NA
SIGN INSTALLATION ON-TIME %,11/26/2019,NA
SIGNAL REPAIR ON-TIME %,11/26/2019,NA
STABBINGS (TREND),11/26/2019,1.238095238
STREETLIGHT ON-TIME %,11/26/2019,NA
TREE MAINTENANCE ON-TIME %,11/26/2019,NA
311 CALL CENTER PERFORMANCE,11/27/2019,0.959154643
311 CONSTITUENT EXPERIENCE SURVEYS,11/27/2019,NA
BFD INCIDENTS,11/27/2019,1.024267399
BFD RESPONSE TIME,11/27/2019,0.943396226
BPS ATTENDANCE,11/27/2019,0.971557286
CITY SERVICES SATISFACTION SURVEYS,11/27/2019,0.875
CODE ENFORCEMENT ON-TIME %,11/27/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,11/27/2019,1.25
EMS RESPONSE TIME,11/27/2019,1.069836553
GRAFFITI ON-TIME %,11/27/2019,NA
HOMICIDES (TREND),11/27/2019,NA
LIBRARY USERS,11/27/2019,1.363379927
MISSED TRASH ON-TIME %,11/27/2019,1.234567901
ON-TIME PERMIT REVIEWS,11/27/2019,0.851851852
PARKS MAINTENANCE ON-TIME %,11/27/2019,1.25
PART 1 CRIMES,11/27/2019,4.804761905
POTHOLE ON-TIME %,11/27/2019,0.375
SHOOTINGS (TREND),11/27/2019,NA
SIGN INSTALLATION ON-TIME %,11/27/2019,0.808823529
SIGNAL REPAIR ON-TIME %,11/27/2019,1.197916667
STABBINGS (TREND),11/27/2019,NA
STREETLIGHT ON-TIME %,11/27/2019,0.583333333
TREE MAINTENANCE ON-TIME %,11/27/2019,NA
311 CALL CENTER PERFORMANCE,11/28/2019,1.015228426
311 CONSTITUENT EXPERIENCE SURVEYS,11/28/2019,NA
BFD INCIDENTS,11/28/2019,0.946878307
BFD RESPONSE TIME,11/28/2019,0.946142649
BPS ATTENDANCE,11/28/2019,0.817306741
CITY SERVICES SATISFACTION SURVEYS,11/28/2019,0.5
CODE ENFORCEMENT ON-TIME %,11/28/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,11/28/2019,NA
EMS RESPONSE TIME,11/28/2019,0.918367347
GRAFFITI ON-TIME %,11/28/2019,NA
HOMICIDES (TREND),11/28/2019,NA
LIBRARY USERS,11/28/2019,1.147751655
MISSED TRASH ON-TIME %,11/28/2019,NA
ON-TIME PERMIT REVIEWS,11/28/2019,0.857142857
PARKS MAINTENANCE ON-TIME %,11/28/2019,NA
PART 1 CRIMES,11/28/2019,1.847985348
POTHOLE ON-TIME %,11/28/2019,NA
SHOOTINGS (TREND),11/28/2019,0.80952381
SIGN INSTALLATION ON-TIME %,11/28/2019,NA
SIGNAL REPAIR ON-TIME %,11/28/2019,NA
STABBINGS (TREND),11/28/2019,0.30952381
STREETLIGHT ON-TIME %,11/28/2019,NA
TREE MAINTENANCE ON-TIME %,11/28/2019,NA
311 CALL CENTER PERFORMANCE,11/29/2019,0.968756553
311 CONSTITUENT EXPERIENCE SURVEYS,11/29/2019,NA
BFD INCIDENTS,11/29/2019,1.224411604
BFD RESPONSE TIME,11/29/2019,0.975308642
BPS ATTENDANCE,11/29/2019,NA
CITY SERVICES SATISFACTION SURVEYS,11/29/2019,0.5
CODE ENFORCEMENT ON-TIME %,11/29/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,11/29/2019,NA
EMS RESPONSE TIME,11/29/2019,0.930232558
GRAFFITI ON-TIME %,11/29/2019,NA
HOMICIDES (TREND),11/29/2019,NA
LIBRARY USERS,11/29/2019,0.533469129
MISSED TRASH ON-TIME %,11/29/2019,1.25
ON-TIME PERMIT REVIEWS,11/29/2019,NA
PARKS MAINTENANCE ON-TIME %,11/29/2019,NA
PART 1 CRIMES,11/29/2019,6.863945578
POTHOLE ON-TIME %,11/29/2019,NA
SHOOTINGS (TREND),11/29/2019,NA
SIGN INSTALLATION ON-TIME %,11/29/2019,NA
SIGNAL REPAIR ON-TIME %,11/29/2019,0.833333333
STABBINGS (TREND),11/29/2019,1.238095238
STREETLIGHT ON-TIME %,11/29/2019,NA
TREE MAINTENANCE ON-TIME %,11/29/2019,NA
311 CALL CENTER PERFORMANCE,11/30/2019,1.007944389
311 CONSTITUENT EXPERIENCE SURVEYS,11/30/2019,NA
BFD INCIDENTS,11/30/2019,1.331547619
BFD RESPONSE TIME,11/30/2019,1.007591442
BPS ATTENDANCE,11/30/2019,NA
CITY SERVICES SATISFACTION SURVEYS,11/30/2019,1.125
CODE ENFORCEMENT ON-TIME %,11/30/2019,1.204268293
CODE ENFORCEMENT TRASH COLLECTION,11/30/2019,0.885416667
EMS RESPONSE TIME,11/30/2019,1.031518625
GRAFFITI ON-TIME %,11/30/2019,NA
HOMICIDES (TREND),11/30/2019,NA
LIBRARY USERS,11/30/2019,0.871072763
MISSED TRASH ON-TIME %,11/30/2019,1.170212766
ON-TIME PERMIT REVIEWS,11/30/2019,0.976190476
PARKS MAINTENANCE ON-TIME %,11/30/2019,1.25
PART 1 CRIMES,11/30/2019,2.402380952
POTHOLE ON-TIME %,11/30/2019,1.25
SHOOTINGS (TREND),11/30/2019,0.80952381
SIGN INSTALLATION ON-TIME %,11/30/2019,0
SIGNAL REPAIR ON-TIME %,11/30/2019,1.125
STABBINGS (TREND),11/30/2019,0.619047619
STREETLIGHT ON-TIME %,11/30/2019,1.25
TREE MAINTENANCE ON-TIME %,11/30/2019,NA
311 CALL CENTER PERFORMANCE,12/1/2019,0.946483857
311 CONSTITUENT EXPERIENCE SURVEYS,12/1/2019,1.25
BFD INCIDENTS,12/1/2019,1.203658865
BFD RESPONSE TIME,12/1/2019,0.947176685
BPS ATTENDANCE,12/1/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/1/2019,1.125
CODE ENFORCEMENT ON-TIME %,12/1/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/1/2019,1.25
EMS RESPONSE TIME,12/1/2019,0.97826087
GRAFFITI ON-TIME %,12/1/2019,NA
HOMICIDES (TREND),12/1/2019,NA
LIBRARY USERS,12/1/2019,1.103694507
MISSED TRASH ON-TIME %,12/1/2019,1.25
ON-TIME PERMIT REVIEWS,12/1/2019,NA
PARKS MAINTENANCE ON-TIME %,12/1/2019,NA
PART 1 CRIMES,12/1/2019,3.695970696
POTHOLE ON-TIME %,12/1/2019,NA
SHOOTINGS (TREND),12/1/2019,NA
SIGN INSTALLATION ON-TIME %,12/1/2019,NA
SIGNAL REPAIR ON-TIME %,12/1/2019,NA
STABBINGS (TREND),12/1/2019,1.238095238
STREETLIGHT ON-TIME %,12/1/2019,1.25
TREE MAINTENANCE ON-TIME %,12/1/2019,NA
311 CALL CENTER PERFORMANCE,12/2/2019,0.964765838
311 CONSTITUENT EXPERIENCE SURVEYS,12/2/2019,NA
BFD INCIDENTS,12/2/2019,1.070785071
BFD RESPONSE TIME,12/2/2019,0.982042649
BPS ATTENDANCE,12/2/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/2/2019,0.5
CODE ENFORCEMENT ON-TIME %,12/2/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/2/2019,0.46875
EMS RESPONSE TIME,12/2/2019,0.979591837
GRAFFITI ON-TIME %,12/2/2019,NA
HOMICIDES (TREND),12/2/2019,NA
LIBRARY USERS,12/2/2019,0.975119073
MISSED TRASH ON-TIME %,12/2/2019,1.25
ON-TIME PERMIT REVIEWS,12/2/2019,NA
PARKS MAINTENANCE ON-TIME %,12/2/2019,NA
PART 1 CRIMES,12/2/2019,2.333333333
POTHOLE ON-TIME %,12/2/2019,1.25
SHOOTINGS (TREND),12/2/2019,NA
SIGN INSTALLATION ON-TIME %,12/2/2019,NA
SIGNAL REPAIR ON-TIME %,12/2/2019,NA
STABBINGS (TREND),12/2/2019,0.571428571
STREETLIGHT ON-TIME %,12/2/2019,NA
TREE MAINTENANCE ON-TIME %,12/2/2019,NA
311 CALL CENTER PERFORMANCE,12/3/2019,1.021638065
311 CONSTITUENT EXPERIENCE SURVEYS,12/3/2019,NA
BFD INCIDENTS,12/3/2019,1.026400197
BFD RESPONSE TIME,12/3/2019,0.933562428
BPS ATTENDANCE,12/3/2019,0.898458168
CITY SERVICES SATISFACTION SURVEYS,12/3/2019,0.625
CODE ENFORCEMENT ON-TIME %,12/3/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/3/2019,0.348837209
EMS RESPONSE TIME,12/3/2019,0.826636051
GRAFFITI ON-TIME %,12/3/2019,NA
HOMICIDES (TREND),12/3/2019,NA
LIBRARY USERS,12/3/2019,1.20296673
MISSED TRASH ON-TIME %,12/3/2019,1.25
ON-TIME PERMIT REVIEWS,12/3/2019,0.681818182
PARKS MAINTENANCE ON-TIME %,12/3/2019,1.25
PART 1 CRIMES,12/3/2019,4.277777778
POTHOLE ON-TIME %,12/3/2019,0
SHOOTINGS (TREND),12/3/2019,0.714285714
SIGN INSTALLATION ON-TIME %,12/3/2019,NA
SIGNAL REPAIR ON-TIME %,12/3/2019,1
STABBINGS (TREND),12/3/2019,NA
STREETLIGHT ON-TIME %,12/3/2019,1.25
TREE MAINTENANCE ON-TIME %,12/3/2019,NA
311 CALL CENTER PERFORMANCE,12/4/2019,1.038533835
311 CONSTITUENT EXPERIENCE SURVEYS,12/4/2019,NA
BFD INCIDENTS,12/4/2019,1.005559584
BFD RESPONSE TIME,12/4/2019,0.899728997
BPS ATTENDANCE,12/4/2019,1.025456159
CITY SERVICES SATISFACTION SURVEYS,12/4/2019,0.85
CODE ENFORCEMENT ON-TIME %,12/4/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/4/2019,1.25
EMS RESPONSE TIME,12/4/2019,0.822857143
GRAFFITI ON-TIME %,12/4/2019,NA
HOMICIDES (TREND),12/4/2019,NA
LIBRARY USERS,12/4/2019,NA
MISSED TRASH ON-TIME %,12/4/2019,1.204268293
ON-TIME PERMIT REVIEWS,12/4/2019,0.769230769
PARKS MAINTENANCE ON-TIME %,12/4/2019,0.416666667
PART 1 CRIMES,12/4/2019,3.666666667
POTHOLE ON-TIME %,12/4/2019,0.625
SHOOTINGS (TREND),12/4/2019,NA
SIGN INSTALLATION ON-TIME %,12/4/2019,1.25
SIGNAL REPAIR ON-TIME %,12/4/2019,1.180555556
STABBINGS (TREND),12/4/2019,1.714285714
STREETLIGHT ON-TIME %,12/4/2019,0.46875
TREE MAINTENANCE ON-TIME %,12/4/2019,1.228070175
311 CALL CENTER PERFORMANCE,12/5/2019,0.888888889
311 CONSTITUENT EXPERIENCE SURVEYS,12/5/2019,1.25
BFD INCIDENTS,12/5/2019,0.917107584
BFD RESPONSE TIME,12/5/2019,0.925925926
BPS ATTENDANCE,12/5/2019,0.97605942
CITY SERVICES SATISFACTION SURVEYS,12/5/2019,0.8
CODE ENFORCEMENT ON-TIME %,12/5/2019,1.21559633
CODE ENFORCEMENT TRASH COLLECTION,12/5/2019,0.729166667
EMS RESPONSE TIME,12/5/2019,0.823798627
GRAFFITI ON-TIME %,12/5/2019,NA
HOMICIDES (TREND),12/5/2019,NA
LIBRARY USERS,12/5/2019,NA
MISSED TRASH ON-TIME %,12/5/2019,1.153846154
ON-TIME PERMIT REVIEWS,12/5/2019,0.791666667
PARKS MAINTENANCE ON-TIME %,12/5/2019,0.909090909
PART 1 CRIMES,12/5/2019,3.208333333
POTHOLE ON-TIME %,12/5/2019,0.625
SHOOTINGS (TREND),12/5/2019,NA
SIGN INSTALLATION ON-TIME %,12/5/2019,NA
SIGNAL REPAIR ON-TIME %,12/5/2019,1.184210526
STABBINGS (TREND),12/5/2019,1.714285714
STREETLIGHT ON-TIME %,12/5/2019,0
TREE MAINTENANCE ON-TIME %,12/5/2019,1.25
311 CALL CENTER PERFORMANCE,12/6/2019,0.976382631
311 CONSTITUENT EXPERIENCE SURVEYS,12/6/2019,1.25
BFD INCIDENTS,12/6/2019,0.872666247
BFD RESPONSE TIME,12/6/2019,0.900636319
BPS ATTENDANCE,12/6/2019,0.974079328
CITY SERVICES SATISFACTION SURVEYS,12/6/2019,0.857142857
CODE ENFORCEMENT ON-TIME %,12/6/2019,1.240774908
CODE ENFORCEMENT TRASH COLLECTION,12/6/2019,1.195652174
EMS RESPONSE TIME,12/6/2019,0.970350404
GRAFFITI ON-TIME %,12/6/2019,NA
HOMICIDES (TREND),12/6/2019,NA
LIBRARY USERS,12/6/2019,NA
MISSED TRASH ON-TIME %,12/6/2019,1.148648649
ON-TIME PERMIT REVIEWS,12/6/2019,0.918367347
PARKS MAINTENANCE ON-TIME %,12/6/2019,1.25
PART 1 CRIMES,12/6/2019,1.901234568
POTHOLE ON-TIME %,12/6/2019,1.079545455
SHOOTINGS (TREND),12/6/2019,0.714285714
SIGN INSTALLATION ON-TIME %,12/6/2019,1.25
SIGNAL REPAIR ON-TIME %,12/6/2019,0.961538462
STABBINGS (TREND),12/6/2019,0.857142857
STREETLIGHT ON-TIME %,12/6/2019,0.588235294
TREE MAINTENANCE ON-TIME %,12/6/2019,1.25
311 CALL CENTER PERFORMANCE,12/7/2019,0.934745188
311 CONSTITUENT EXPERIENCE SURVEYS,12/7/2019,NA
BFD INCIDENTS,12/7/2019,0.99047619
BFD RESPONSE TIME,12/7/2019,0.946094609
BPS ATTENDANCE,12/7/2019,0.956903359
CITY SERVICES SATISFACTION SURVEYS,12/7/2019,0.25
CODE ENFORCEMENT ON-TIME %,12/7/2019,1.180555556
CODE ENFORCEMENT TRASH COLLECTION,12/7/2019,1.25
EMS RESPONSE TIME,12/7/2019,0.927835052
GRAFFITI ON-TIME %,12/7/2019,NA
HOMICIDES (TREND),12/7/2019,NA
LIBRARY USERS,12/7/2019,NA
MISSED TRASH ON-TIME %,12/7/2019,1.117647059
ON-TIME PERMIT REVIEWS,12/7/2019,0.905405405
PARKS MAINTENANCE ON-TIME %,12/7/2019,1.25
PART 1 CRIMES,12/7/2019,17.11111111
POTHOLE ON-TIME %,12/7/2019,0.833333333
SHOOTINGS (TREND),12/7/2019,0.714285714
SIGN INSTALLATION ON-TIME %,12/7/2019,1.022727273
SIGNAL REPAIR ON-TIME %,12/7/2019,1.25
STABBINGS (TREND),12/7/2019,NA
STREETLIGHT ON-TIME %,12/7/2019,1.022727273
TREE MAINTENANCE ON-TIME %,12/7/2019,1.25
311 CALL CENTER PERFORMANCE,12/8/2019,0.930318755
311 CONSTITUENT EXPERIENCE SURVEYS,12/8/2019,1
BFD INCIDENTS,12/8/2019,0.828850369
BFD RESPONSE TIME,12/8/2019,0.971055089
BPS ATTENDANCE,12/8/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/8/2019,0.5
CODE ENFORCEMENT ON-TIME %,12/8/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/8/2019,NA
EMS RESPONSE TIME,12/8/2019,0.989010989
GRAFFITI ON-TIME %,12/8/2019,NA
HOMICIDES (TREND),12/8/2019,NA
LIBRARY USERS,12/8/2019,NA
MISSED TRASH ON-TIME %,12/8/2019,NA
ON-TIME PERMIT REVIEWS,12/8/2019,NA
PARKS MAINTENANCE ON-TIME %,12/8/2019,1.25
PART 1 CRIMES,12/8/2019,NA
POTHOLE ON-TIME %,12/8/2019,NA
SHOOTINGS (TREND),12/8/2019,NA
SIGN INSTALLATION ON-TIME %,12/8/2019,NA
SIGNAL REPAIR ON-TIME %,12/8/2019,1.25
STABBINGS (TREND),12/8/2019,NA
STREETLIGHT ON-TIME %,12/8/2019,0.625
TREE MAINTENANCE ON-TIME %,12/8/2019,NA
311 CALL CENTER PERFORMANCE,12/9/2019,0.988446727
311 CONSTITUENT EXPERIENCE SURVEYS,12/9/2019,NA
BFD INCIDENTS,12/9/2019,1.060051607
BFD RESPONSE TIME,12/9/2019,0.991869919
BPS ATTENDANCE,12/9/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/9/2019,NA
CODE ENFORCEMENT ON-TIME %,12/9/2019,1.226708075
CODE ENFORCEMENT TRASH COLLECTION,12/9/2019,1.25
EMS RESPONSE TIME,12/9/2019,0.94488189
